"","mouse_id","month","treatment","clade_volume","ln2volume"
"471","#006","m1","UV",26842.83815,14.7122496
"472","#970","m1","UV",26981.2033,14.71966707
"473","#970","m1","UV",27022.71284,14.7218849
"474","#003","m1","UV",27133.40496,14.72778248
"475","#022","m1","UV",27154.15973,14.7288856
"476","#003","m1","UV",27161.07799,14.72925312
"477","#003","m1","UV",27174.9145,14.72998788
"478","#006","m1","UV",27313.27965,14.73731494
"479","#022","m1","UV",27327.11616,14.7380456
"480","#003","m1","UV",27354.78919,14.73950582
"481","#022","m1","UV",27375.54396,14.74060001
"482","#006","m1","UV",27541.58214,14.74932382
"483","#003","m1","UV",27652.27425,14.75511052
"484","#003","m1","UV",27714.53857,14.75835537
"485","#006","m1","UV",27742.2116,14.75979518
"486","#970","m1","UV",27776.80288,14.76159293
"487","#970","m1","UV",27797.55765,14.76267051
"488","#006","m1","UV",27804.47591,14.76302952
"489","#006","m1","UV",27977.43234,14.77197594
"490","#022","m1","UV",28205.73483,14.7837009
"491","#003","m1","UV",28219.57135,14.78440845
"492","#006","m1","UV",28254.16263,14.78617581
"493","#022","m1","UV",28517.05641,14.79953745
"494","#006","m1","UV",28613.91201,14.80442913
"495","#006","m1","UV",28828.37799,14.81520205
"496","#970","m1","UV",28904.47882,14.81900544
"497","#022","m1","UV",29001.33442,14.82383166
"498","#970","m1","UV",29022.08919,14.82486376
"499","#003","m1","UV",29077.43525,14.8276124
"500","#022","m1","UV",29236.55516,14.83548571
"501","#003","m1","UV",29250.39168,14.83616832
"502","#003","m1","UV",29333.41077,14.84025721
"503","#006","m1","UV",29388.75682,14.84297671
"504","#003","m1","UV",29395.67508,14.84331629
"505","#970","m1","UV",29430.26637,14.84501298
"506","#003","m1","UV",29686.24189,14.85750685
"507","#003","m1","UV",29803.85226,14.8632112
"508","#003","m1","UV",29942.2174,14.86989345
"509","#006","m1","UV",29942.2174,14.86989345
"510","#022","m1","UV",29990.6452,14.87222494
"511","#006","m1","UV",30004.48172,14.87289039
"512","#006","m1","UV",30094.41906,14.87720835
"513","#006","m1","UV",30122.09209,14.87853435
"514","#022","m1","UV",30212.02944,14.88283548
"515","#003","m1","UV",30647.87964,14.90349964
"516","#022","m1","UV",30703.2257,14.90610261
"517","#970","m1","UV",30710.14396,14.90642765
"518","#003","m1","UV",30793.16305,14.91032245
"519","#003","m1","UV",30800.0813,14.91064654
"520","#970","m1","UV",30869.26388,14.91388346
"521","#970","m1","UV",31042.22031,14.92194413
"522","#006","m1","UV",31242.84977,14.93123843
"523","#003","m1","UV",31277.44105,14.93283486
"524","#022","m1","UV",31291.27757,14.93347294
"525","#003","m1","UV",31332.78711,14.93538549
"526","#003","m1","UV",31415.8062,14.93920298
"527","#970","m1","UV",31533.41657,14.94459387
"528","#970","m1","UV",31637.19043,14.94933387
"529","#003","m1","UV",31761.71906,14.95500138
"530","#022","m1","UV",31817.06512,14.95751314
"531","#022","m1","UV",31830.90164,14.9581404
"532","#003","m1","UV",31851.65641,14.95908078
"533","#006","m1","UV",31851.65641,14.95908078
"534","#022","m1","UV",31913.92072,14.96189824
"535","#022","m1","UV",32073.04064,14.96907351
"536","#003","m1","UV",32156.05973,14.97280301
"537","#022","m1","UV",32280.58836,14.97837925
"538","#970","m1","UV",32398.19873,14.98362598
"539","#003","m1","UV",32405.11699,14.98393402
"540","#003","m1","UV",32474.29956,14.98701079
"541","#970","m1","UV",32543.48213,14.99008101
"542","#003","m1","UV",32647.25599,14.99467412
"543","#022","m1","UV",32730.27508,14.99833811
"544","#970","m1","UV",32882.47674,15.00503135
"545","#970","m1","UV",33138.45226,15.0162186
"546","#003","m1","UV",33145.37051,15.01651976
"547","#003","m1","UV",33228.3896,15.02012875
"548","#003","m1","UV",33304.49043,15.02342909
"549","#006","m1","UV",33366.75475,15.02612376
"550","#003","m1","UV",33401.34603,15.02761862
"551","#022","m1","UV",33415.18255,15.02821614
